"optimizer","learning_rate","lr_decay","loss_function","batch_size","epochs","verbose","hidden_units","input_dim","dummy_val","model_name","run_id","dense_units","dense_dropout","lstm_units","channels","kernel_regularizer","initializer","conv_units","conv_activation","kernel_size","pool_size","conv_dropout","lstm_activation","lstm_dropout","pool_strides","dilation_rate","test_loss","test_acc","min_train_loss","max_train_acc","min_val_loss","max_val_acc"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_09-55-07-CNNLSTM","[512]","0.2","[32]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0, 0, 0]","tanh","0.0","[1, 2, 1]","2.0","1.3807760763168335","0.36","1.1062317585909491","0.5391131038385418","1.3525755769478347","0.3792415181557813"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_10-05-41-CNNLSTM","[512]","0.4","[32]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0, 0, 0]","tanh","0.0","[1, 2, 1]","2.0","1.310463514328003","0.4400000023841858","1.1064416514027458","0.5351270551282372","1.3300240361048077","0.3832335331125887"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_10-14-08-CNNLSTM","[1024]","0.2","[32]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0, 0, 0]","tanh","0.0","[1, 2, 1]","2.0","1.4661456727981568","0.3400000023841858","1.062247407869967","0.5570503239258641","1.3454000773782029","0.4051896208179687"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_10-23-32-CNNLSTM","[1024]","0.4","[32]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0, 0, 0]","tanh","0.0","[1, 2, 1]","2.0","1.4955221509933472","0.3600000035762787","1.1274018025718997","0.5341305430397562","1.3579206152590448","0.3852295409776493"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_10-57-26-CNNLSTM","[512]","0.2","[32]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0, 0, 0]","tanh","0.2","[1, 2, 1]","2.0","1.364903678894043","0.3400000035762787","1.2595379928718116","0.4554060785462741","1.3346518477993812","0.3852295409776493"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_11-23-34-CNNLSTM","[512]","0.4","[32]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0, 0, 0]","tanh","0.2","[1, 2, 1]","2.0","1.3549786376953126","0.3600000023841858","1.2646616432995836","0.4369706028453377","1.334958301570839","0.3772455101717494"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_11-43-08-CNNLSTM","[1024]","0.2","[32]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0, 0, 0]","tanh","0.2","[1, 2, 1]","2.0","1.4011602687835694","0.3200000035762787","1.2251957505867146","0.4628799202344758","1.3490533609828073","0.3672654693593046"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_12-08-52-CNNLSTM","[1024]","0.4","[32]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0, 0, 0]","tanh","0.2","[1, 2, 1]","2.0","1.3452881097793579","0.3800000011920929","1.1944030785833832","0.4848031885420795","1.3337432398291642","0.3832335331125887"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_12-20-43-CNNLSTM","[512]","0.2","[64]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0, 0, 0]","tanh","0.0","[1, 2, 1]","2.0","1.268378529548645","0.4600000095367432","1.0401632394966465","0.5824613852113648","1.3703753400943477","0.4151696616304135"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_12-35-41-CNNLSTM","[512]","0.4","[64]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0, 0, 0]","tanh","0.0","[1, 2, 1]","2.0","1.3845207500457763","0.4","1.1022669030590089","0.5480817138376555","1.36599215537964","0.3812375261398133"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_12-45-42-CNNLSTM","[1024]","0.2","[64]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0, 0, 0]","tanh","0.0","[1, 2, 1]","2.0","1.8910508918762208","0.2400000047683716","1.0225389999837262","0.5954160436683469","1.3794531382010606","0.4031936129529081"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_13-00-27-CNNLSTM","[1024]","0.4","[64]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0, 0, 0]","tanh","0.0","[1, 2, 1]","2.0","1.4279600048065186","0.3600000047683716","0.9609990595405116","0.6258096664356959","1.3395796759637768","0.4011976048499049"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_13-20-31-CNNLSTM","[512]","0.2","[64]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0, 0, 0]","tanh","0.2","[1, 2, 1]","2.0","1.3958939838409423","0.3000000035762787","1.2569055923134995","0.4593921276278085","1.3547240702691907","0.3692614774623079"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_13-55-45-CNNLSTM","[512]","0.4","[64]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0, 0, 0]","tanh","0.2","[1, 2, 1]","2.0","1.3858077716827393","0.3600000095367432","1.2500628184250593","0.4633781764569066","1.3342097250525349","0.4051896208179687"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_14-20-47-CNNLSTM","[1024]","0.2","[64]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0, 0, 0]","tanh","0.2","[1, 2, 1]","2.0","1.4364320850372314","0.3000000047683716","1.194313033576266","0.5052316890436438","1.3541239100302052","0.3992015979961007"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_14-46-18-CNNLSTM","[1024]","0.4","[64]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0, 0, 0]","tanh","0.2","[1, 2, 1]","2.0","1.3822128105163574","0.2800000047683716","1.2438564159766798","0.4708520177738786","1.3579538713196315","0.3852295409776493"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_14-58-41-CNNLSTM","[512]","0.2","[128]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0, 0, 0]","tanh","0.0","[1, 2, 1]","2.0","1.6961013984680176","0.3600000035762787","1.1073743868183008","0.5640259091688973","1.3911010631306204","0.3972055900120687"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_15-13-41-CNNLSTM","[512]","0.4","[128]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0, 0, 0]","tanh","0.0","[1, 2, 1]","2.0","1.2388623809814454","0.5200000095367432","1.1103577448707584","0.5650224213464734","1.3695565262240563","0.4171656688411317"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_15-25-48-CNNLSTM","[1024]","0.2","[128]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0, 0, 0]","tanh","0.0","[1, 2, 1]","2.0","1.4081763362884518","0.3400000047683716","0.9661951596367458","0.6422521172914567","1.3774404782734946","0.39520958089780905"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_15-40-03-CNNLSTM","[1024]","0.4","[128]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0, 0, 0]","tanh","0.0","[1, 2, 1]","2.0","1.5675225973129272","0.42","0.9739836875217496","0.6312904833381189","1.3858757713835634","0.3972055900120687"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_15-59-33-CNNLSTM","[512]","0.2","[128]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0, 0, 0]","tanh","0.2","[1, 2, 1]","2.0","1.3573553276062011","0.4000000023841858","1.218126601999413","0.5022421525406137","1.390073574469713","0.3792415181557813"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_16-29-16-CNNLSTM","[512]","0.4","[128]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0, 0, 0]","tanh","0.2","[1, 2, 1]","2.0","1.402368426322937","0.3400000035762787","1.2632100722893114","0.46287992013053153","1.369582615926594","0.3692614774623079"
